bf23|0|1|-1
308f|0|1|0
308e|0|1|0
308d|0|1|0
308c|0|1|0
308b|0|1|0
308a|0|1|0
3089|0|1|0
3088|0|1|0
3087|0|1|0
3086|0|1|0
3085|0|1|0
3084|0|1|0
3083|0|1|0
3082|0|1|0
3081|0|1|0
3080|0|1|0
307f|0|1|0
307e|0|1|0
307d|0|1|0
307c|0|1|0
307b|0|1|0
307a|0|1|0
3079|0|1|0
3078|0|1|0
3077|0|1|0
3076|0|1|0
3075|0|1|0
3074|0|1|0
3073|0|1|0
3072|0|1|0
3071|0|1|0
3070|0|1|0
306f|0|1|0
306e|0|1|0
306d|0|1|0
306c|0|1|0
306b|0|1|0
306a|0|1|0
3069|0|1|0
3068|0|1|0
3067|0|1|0
3066|0|1|0
3065|0|1|0
3064|0|1|0
3063|0|1|0
3062|0|1|0
3061|0|1|0
3060|0|1|0
305f|0|1|0
305e|0|1|0
305d|0|1|0
305c|0|1|0
305b|0|1|0
305a|0|1|0
3059|0|1|0
3058|0|1|0
3057|0|1|0
3056|0|1|0
3055|0|1|0
3054|0|1|0
3053|0|1|0
3052|0|1|0
3051|0|1|0
3050|0|1|0
304f|0|1|0
304e|0|1|0
304d|0|1|0
304c|0|1|0
304b|0|1|0
304a|0|1|0
3049|0|1|0
3048|0|1|0
3047|0|1|0
3046|0|1|0
3045|0|1|0
3044|0|1|0
3043|0|1|0
3042|0|1|0
3041|0|1|0
3040|0|1|0
303f|0|1|0
303e|0|1|0
303d|0|1|0
303c|0|1|0
303b|0|1|0
303a|0|1|0
3039|0|1|0
3038|0|1|0
3037|0|1|0
3036|0|1|0
3035|0|1|0
3034|0|1|0
3033|0|1|0
3032|0|1|0
3031|0|1|0
3030|0|1|0
302f|0|1|0
302e|0|1|0
302d|0|1|0
302c|0|1|0
302b|0|1|0
302a|0|1|0
3029|0|1|0
3028|0|1|0
3027|0|1|0
3026|0|1|0
3025|0|1|0
3024|0|1|0
3023|0|1|0
3022|0|1|0
3021|0|1|0
3020|0|1|0
81|10|0|1
82|10|0|2
83|10|0|3
84|10|0|4
85|10|0|5
86|10|0|6
87|10|0|7
88|10|0|8
a9|6|0|9
aa|6|0|10
8c|13|0|11
8d|13|0|12
8e|6|0|13
91|6|0|14
94|6|0|15
92|6|0|16
93|6|0|17
