嘉兴,南湖,819235,11,FDD-LTE,室外,分布式站,正常运行,JXFL1032,嘉兴物资大厦,浙江省嘉兴市嘉兴物资大厦基站嘉兴市勤俭路1号物资大楼,,120.753609,30.768328,2014FDD-LTE-全国,2014-9-1
嘉兴,南湖区,55202,51352,WCDMA,室外,标准宏站,正常运行,JXW5135,嘉兴高中园区,浙江省嘉兴市中环南路高中园区,S122,120.788777,30.735555,2014历史分期-全国,2009-5-1
嘉兴,平湖市,55210,37421,WCDMA,室内,分布式站,正常运行,JXWSF3742,平湖陈匠WSF1,平湖陈匠,S1,121.13536,30.66483,2014历史分期-全国,2010-5-1
嘉兴,平湖市,55210,57851,WCDMA,室外,标准宏站,正常运行,JXW5785,平湖新仓童车城,浙江省嘉兴市平湖新仓镇秦沙村13组,S111,121.19348,30.74705,2014历史分期-全国,2014-7-23
嘉兴,平湖市,55210,57852,WCDMA,室外,标准宏站,正常运行,JXW5785,平湖新仓童车城,浙江省嘉兴市平湖新仓镇秦沙村13组,S111,121.19348,30.74705,2014历史分期-全国,2014-7-23
嘉兴,海宁市,55214,61087,WCDMA,室外,分布式站,正常运行,JXW6108,海宁长安兴福GT,海宁正福村,S1,120.4748,30.4943,2014历史分期-全国,2014-7-21
嘉兴,海宁市,55214,61197,WCDMA,室外,分布式站,正常运行,JXW6119,海宁贺家埭南GT,海宁贺家埭南,S1,120.32805,30.39765,2014历史分期-全国,2014-7-21
嘉兴,嘉善县,55214,60747,WCDMA,室外,分布式站,正常运行,JXW6074,嘉善大云高铁GT,嘉善大云高铁,S1,120.92157,30.78146,2014历史分期-全国,2014-7-21
嘉兴,嘉善县,55214,60647,WCDMA,室外,分布式站,正常运行,JXW6064,嘉善泗洲别墅CRH,嘉善泗洲别墅,S1,120.92587,30.85438,2014历史分期-全国,2014-7-22
嘉兴,秀洲区,55214,60967,WCDMA,室外,分布式站,正常运行,JXW6096,嘉兴建设建南GT,嘉兴建设建南,,120.63455,30.60047,2014历史分期-全国,2014-7-22
嘉兴,桐乡市,55214,60977,WCDMA,室外,分布式站,正常运行,JXW6097,桐乡浙北购物中心GT,桐乡浙北旅游中心,S1,120.623796,30.57826,2014历史分期-全国,2014-7-23
嘉兴,嘉善县,55214,60057,WCDMA,室外,分布式站,正常运行,JXW6005,嘉善台升西CRH,嘉善台升西,,120.94264,30.86061,2014历史分期-全国,2014-7-22
嘉兴,海宁市,55214,61207,WCDMA,室外,分布式站,正常运行,JXW6120,海宁许村前进村GT,海宁许村前进村,S1,120.3145,30.39344,2014历史分期-全国,2014-7-21
嘉兴,海宁市,55208,43223,WCDMA,室外,分布式站,正常运行,JXW4322,海宁亲亲家园,海宁亲亲家园,S111,120.65465,30.53311,2014历史分期-全国,2014-7-20
嘉兴,海宁县,55208,43231,WCDMA,室外,分布式站,正常运行,JXW6265,海宁高中教育园区,海宁高中教育园区,S111,120.707974,30.512244,2014WCDMA室外站-全国,2014-7-20
嘉兴,海宁市,55214,60507,WCDMA,室外,分布式站,正常运行,JXW6050,海宁斜桥斜西村CRH,斜桥斜西村,S1,120.5536,30.4829,2014历史分期-全国,2014-7-21
嘉兴,海宁市,55214,61127,WCDMA,室外,分布式站,正常运行,JXW6112,海宁许村东北GT,海宁许村东北,S1,120.41721,30.46519,2014历史分期-全国,2014-7-21
嘉兴,海宁市,55214,61177,WCDMA,室外,分布式站,正常运行,JXW6117,海宁许村双联GT,海宁双联,S1,120.36004,30.41578,2014历史分期-全国,2014-7-21
