301b|0|1|50
301c|0|1|50
301d|0|1|50
301e|0|1|50
301f|0|1|50
3020|0|1|50
3021|0|1|50
3022|0|1|50
3023|0|1|50
3024|0|1|50
3025|0|1|50
3026|0|1|50
3027|0|1|50
3028|0|1|50
3029|0|1|50
302a|0|1|50
302b|0|1|50
302c|0|1|50
302d|0|1|50
302e|0|1|50
302f|0|1|50
3030|0|1|50
3031|0|1|50
3032|0|1|50
3033|0|1|50
3034|0|1|50
3035|0|1|50
3036|0|1|50
3037|0|1|50
3038|0|1|50
303a|0|1|50
303b|0|1|50
303c|0|1|50
303e|0|1|50
303f|0|1|50
83|10|0|50
84|10|0|50
85|10|0|50
86|10|0|50
a1|6|1|50
a2|6|1|50
a3|6|1|50
